src,dst,kind,status,error
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/hiteffect/parameters,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/hiteffect/parameters,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/ending.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/ending.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/ending_01.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/ending_01.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/ending_02.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/ending_02.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/kyleOP.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/kyleOP.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m010_020_m010.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m010_020_m010.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m010_030_m020.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m010_030_m020.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m160_020_m010.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m160_020_m010.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m200_010_r010_02.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m200_010_r010_02.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m310_050_m010.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m310_050_m010.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m380_020_r010_03.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m380_020_r010_03.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m420_010_r010_02.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m420_010_r010_02.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m450_030_m010.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m450_030_m010.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m600_020_m010.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m600_020_m010.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m600_030_m020.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m600_030_m020.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m600_040_m030.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m600_040_m030.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m680_050_m010.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m680_050_m010.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m680_050_m020.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m680_050_m020.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m680_060_m010.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/m680_060_m010.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/mvmovietable,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/mvmovietable,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/rm1m032_01.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/rm1m032_01.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/rm1m034_01.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/rm1m034_01.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/rm1m242_01.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/rm1m242_01.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v020_020_m010.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v020_020_m010.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v030_030_r030_02.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v030_030_r030_02.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v030_030_r030_03.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v030_030_r030_03.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v040_010_r010_02.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v040_010_r010_02.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v040_010_r010_02_e.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v040_010_r010_02_e.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v040_010_r010_07.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v040_010_r010_07.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v040_010_r010_07_e.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v040_010_r010_07_e.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v040_010_r010_11.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v040_010_r010_11.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v050_020_r010_02.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v050_020_r010_02.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v050_020_r010_02_e.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v050_020_r010_02_e.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v050_020_r010_03.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v050_020_r010_03.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v050_020_r010_04.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v050_020_r010_04.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v050_020_r010_04_e.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v050_020_r010_04_e.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v060_020_r010_01.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v060_020_r010_01.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v080_020_m010.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v080_020_m010.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v100_030_r010_03.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v100_030_r010_03.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v100_030_r010_03_e.moflex,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/movie/v100_030_r010_03_e.moflex,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/photo_camouf/base.bin,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/photo_camouf/base.bin,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/photo_camouf/top.bin,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/photo_camouf/top.bin,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_clone.picaco,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_clone.picaco,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_default.picaco,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_default.picaco,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_dmapack.picaco,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_dmapack.picaco,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_draw2d.picaco,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_draw2d.picaco,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_linelist.picaco,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_linelist.picaco,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_linestrip.picaco,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_linestrip.picaco,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_model.picaco,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_model.picaco,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_model_clip.picaco,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_model_clip.picaco,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_model_texproj.picaco,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_model_texproj.picaco,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_shadowmodel.picaco,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_shadowmodel.picaco,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_simple.picaco,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_simple.picaco,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_specular00.lut,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_specular00.lut,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_specular01.lut,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_specular01.lut,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_sprite.picaco,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/dg_sprite.picaco,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/nwfont_RectDrawerShader.shbin,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/nwfont_RectDrawerShader.shbin,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/nwfont_TextWriterShader.shbin,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/nwfont_TextWriterShader.shbin,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/nwlyt_ConstColorShader.shbin,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/nwlyt_ConstColorShader.shbin,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/nwlyt_PaneShader.shbin,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/shaders/nwlyt_PaneShader.shbin,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/01dummy.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/01dummy.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/01system.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/01system.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/02dummy.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/02dummy.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/02snake1.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/02snake1.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/02snake2.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/02snake2.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03boss_1.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03boss_1.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03dummy.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03dummy.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03endog1.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03endog1.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03end__1.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03end__1.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03enemy1.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03enemy1.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03enemy2.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03enemy2.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03ensid1.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03ensid1.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03fear_1.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03fear_1.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03fury_1.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03fury_1.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03gavia1.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03gavia1.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03johny1.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03johny1.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03ocelt1.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03ocelt1.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03ol1eee.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03ol1eee.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03ol2esr.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03ol2esr.acb,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03ol3ebh.acb,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/sound/adx/03ol3ebh.acb,FILE,OK,
